,Message,Category
212,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER football david seaman to carry on as england goalkeeper when their european championship qualifying programme begins in slovakia on saturday ,0
213,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER matt describes something i ve been experiencing a lot recently you know you read too many primary sources when you read an article on slashdot and think i read that yesterday yeah ever since i got into weblogs i don t rely ,0
214,url URL date wed NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt jeremy bowers NUMBER none of the trackback mechanisms has reached the critical mass necessary to see the negative effects experienced in all other community models NUMBER URL ,0
215,hello i have just found a small issue with the downloader NUMBER x update the ftp search engines are missing something like _datadir dNUMBERx ftpsearch xml thanks in advance che p s i love the xmms xosd plugin _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0
216,url URL date thu NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt daypop NUMBER is back _ye hi _ NUMBER URL ,0
217,url URL date wed NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt sam ruby NUMBER yup i m a sick puppy _me too _ NUMBER URL ,0
218,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER img URL localNUMBER ,0
219, el on mon NUMBER sep NUMBER bitbitch URL wrote so eugen how many of your homo friends have had NUMBERk lovers el just one not everybody does that most of them are now dead anyway point is you re not likely to extrapolate much i could probably find one hetero who had just as much sex does that mean we re all rampant hos no eegads if you re hypothesizing numbers like that eugen you at least owe it to fork to back that shit up el ain t done no hypothesizing anecdotal evidence r us couldn t you just el google or something listen if you pull numbers like that without a fact the automagic assumption is yes they were extracted out of your neither orifice point wasn t to conclude otherwise unless you had any relevant bits its not my job to do _your_ bit searching for you but i figured i d humor fork with this bit of finding URL pointing ot averages of about NUMBER for every NUMBER months for gay men which totals to about NUMBER a year NUMBER a year doesn t equal NUMBER or even NUMBER just a quick assumption here i m not a math geek or anything but assuming NUMBER lover every day that would be like at least one lover everyday for NUMBER years and some change i don t know about you but very very few of us are that lucky or even close to that lucky el which was my point gurls don t do hyperpromiscuity as a life style it s el interesting that you re launching into a diatribe and threaten using el instant argument just add hominem instead of assuming i might be not el just pulling this whole thing out my nether orifice wtf do my shitty math skillz have to do with girls and hyperpromiscuity i was speaking generally meaning that guys and girls probably have better things to do than boink everything they see as above i am assuming you re pulling things out of your ass i just felt like calling you on it btw there s nothing wrong with calling someone on a silly idea its allowed and its generally not considered ad hominem but the homophobia statement might be and after awhile even the sexaholics get bored and have to mingle something new into their weekends you really are assumiing that the homosexual population is a that large in a given area the meccas el you ever been to san francisco many times which is why i said assuming that large the meccas dont count sf is a mecca in this example i obviously wasn t clear tho one could assume i wasn t talking about medina a few nifty gaybars but thats a different story b that bored sex obsessed recreationally free to pursue sex that often with that many partners or that they d even want that many partners el this doesn t happen because it couldn t happen no one would want to el because you feel that way correct doesn t happen true couldn t happen who knows it has nothing to do with how i feel and everything to do with the fact that people do concern themselves with more than just sex otherwise i think we d see a helluva lot more of sex and a helluva lot less of everything else qualify yourself or at least lower your outrageous numbers el i didn t expect so much reflexive knee jerking on this list well my suggestion is if you can t take the responses don t post flamebait best regards bitbitch mailto bitbitch URL ,0
220, skip montanaro because i get mail through several different email addresses i frequently get duplicates or triplicates or more plicates of various spam messages in saving spam for later analysis i haven t always been careful to avoid saving such duplicates i wrote a script some time ago to try an minimize the duplicates i see by calculating a loose checksum but i still have some duplicates should i delete the duplicates before training or not people just can t stop thinking wink the classifier should work best when trained on a wholly random spattering of real life if real life contains duplicates then that s what the classifier should see would people be interested in the script i d be happy to extricate it from my local modules and check it into cvs sure i think it s relevant but maybe for another purpose paul svensson is thinking harder about real people wink than the rest of us and he may be able to get use out of approaches that identify closely related spam for example some amount of spam is going to end up in the ham training data in real life use and any sort of similarity score to a piece of known spam may be an aid in finding and purging it ,0
221, original message from tim chapman timc NUMBERubh com to zzzzteana zzzzteana yahoogroups com sent monday november NUMBER NUMBER NUMBER NUMBER am subject zzzzteana an announcement mr tim chapman freelance gentleman of letters of halifax yorkshire announces his betrothal to dr ro gault virtual reality boffin of cardiff university wales nuptials to be arranged at later date no flowers timc bloody hell she said yes ________________________ congratulations ro tim here s to your lifelong happiness here s some advice written by odgen nash to keep love brimming in the loving cup when you re wrong admit it and when you re right shut up best wishes ju to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
222,url URL date mon NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt cnn headline news to blog or not to blog NUMBER NUMBER URL ,0
223,url URL date not supplied the latest red list adds NUMBER to the NUMBER NUMBER endangered species around the globe but also includes a stick insect revival ,0
224,url URL date not supplied the president s niece will no longer have to forge prescriptions for valium all she ll have to do is participate in an unruly public demonstration to get a free dose unfortunately for her the government has no plans to shoot rocks of cocaine at demonstrators so she ll still have to depend on her drug dealer for that the u s military is exploring ways to use drugs such as valium to calm people without killing them during riots or other crowd control situations where lethal weapons are inappropriate link NUMBER discuss NUMBER NUMBER URL NUMBER URL ,0
225,url URL date tue NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt lance knobel NUMBER of davos newbies does a quick review of tony blair s case against sadam hussein NUMBER URL ,0
226,update of cvsroot spamassassin spamassassin lib mail in directory usw pr cvsNUMBER tmp cvs servNUMBER lib mail modified files tag bNUMBER_NUMBER_NUMBER URL log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index URL rcs file cvsroot spamassassin spamassassin lib mail URL v retrieving revision NUMBER NUMBER NUMBER NUMBER retrieving revision NUMBER NUMBER NUMBER NUMBER diff b w u d rNUMBER NUMBER NUMBER NUMBER rNUMBER NUMBER NUMBER NUMBER URL NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER URL NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER non public methods item f init use_user_prefs read and parse the current configuration c use_user_prefs can be c NUMBER do not read user preferences or c NUMBER do cut sub init my self use_user_pref _ NUMBER NUMBER NUMBER NUMBER todo open dns cache etc if necessary non public methods sub read_cf my self path desc _ this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
227,i successfully installed spamassassin razor to run system wide on my debian woody server briefly i apt get installed spamassassin razor and libmilter dev downloaded spamass milter NUMBER NUMBER NUMBER tar gz from URL ungzipped and untarred the file into etc mail followed the directions in etc mail spamass milter NUMBER NUMBER NUMBER readme to compile the milter install the rc scripts and edit and update URL changed etc default spamassassin to set spamassassin to daemon mode verified that spamassassin was running by tailing var log mail log woody stable has sa NUMBER NUMBER woody unstable has sa NUMBER NUMBER i m running the stable source live right now and it is working very well if you want unstable change etc apt sources list substituting unstable for stable run apt get update install the unstable versions change etc apt sources list run apt get update quentin krengel krengel technology inc original message from spamassassin talk admin URL mailto spamassassin talk admin URL on behalf of tanniel simonian sent wednesday september NUMBER NUMBER NUMBER NUMBER pm to spamassassin talk URL subject satalk debianized packages for sa NUMBER NUMBER im currently using woody is there a debianized package for sa on woody or at least somewhere i can download from its been soo long that i haven t compiled stuff that im sort of shy to try again tanniel simonian programmer analyst iii ucr libraries URL NUMBER NUMBER NUMBER in remembrance URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL in remembrance URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
228,url URL date not supplied i received some feedback in email from several of you actually regarding my earlier blog about the parents television council NUMBER which recently published a report in which they labeled buffy as the worst show on television for children let me clarify why this organization bothers me so much buffy as a show is clearly inappropriate for children under NUMBER and a game like gtaNUMBER is as well the ptc however has a clear agenda that goes beyond simply warning parents about the dangers of television shows or video games there is a belief on the part of the ptc that the hour from NUMBER NUMBERpm the first hour of primetime must be designated a family hour and that no offensive shows should air during that time i don t believe that it s the networks responsibility to restrict the kind of content aired during a particular hour of television the shows that air during primetime run the gamut some are family oriented and some aren t there is however no shortage of suitable content should parents and children wish to watch tv together during this hour it should be the parent s responsibility to police a child s television viewing if you don t want your kids watching _buffy the vampire slayer_ then don t let them but don t campaign to have the show removed from the air or shoved into a late hour that would only result in its cancellation just because you don t like its content if you don t think a show is appropriate don t let your kids watch it the ptc also seems to find shows offensive that are family oriented an example of one such show is _malcolm in the middle_ i would hardly call this show inappropriate for kids apparently the only shows that the ptc deems appropriate are those that have been sanitized to match their ultra conservative agenda even then i wouldn t really mind but the idea that all other shows must be relegated to some later hour is just ludicrous NUMBER URL ,0
229, guido there seem to be two drivers for the classifier now neale pickett s URL and the original URL according to the readme txt URL hasn t been kept up to date it seemed that way to me when i ripped the classifier out of it i don t think anyone has touched it after is there anything in there that isn t covered by URL someone else will have to answer that i don t use gbayes or hammie at least not yet about the only useful feature of URL that URL doesn t yet copy is u which calculates spamness for an entire mailbox this feature can easily be copied into URL that s been done now right URL also has a large collection of tokenizers but URL rules so i m not sure how interesting that is now those tokenizers are truly trivial to rewrite from scratch if they re interesting the tiny spam ham collections in gbayes are also worthless now the self test feature didn t do anything except print its results URL since became doctest ed and verifies that some basic machinery actually delivers what it s supposed to deliver therefore i propose to nuke URL after adding a u feature NUMBER here anyone against ,0
230,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER bath chronicle ,0
231,trying to report spam razor chooses hubris i timeout on the connection which seems to have gotten slower all morning and receive the following error message razor report error connectNUMBER nextserver discoverNUMBER error reading socket connectNUMBER nextserver discoverNUMBER error reading socket i then try to run razor admin discover and receive the same error problems with the servers today only one discovery server sven this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ razor users mailing list razor users URL URL ,0
232,url URL date not supplied the faint microwave afterglow of the big bang is polarised the discovery should help probe the birth of the universe ,0
233, j james rogers jamesr best com writes j the part that makes the app killer is that you can map all j sorts of data layers on top of their core topological data j got it ah ok so some sample applications come to mind although none of them require wireless and would do with a dvd but nonetheless forestry maps of the terrain are essential in predicting the spread of forest fires esp if this is overlaid with the type of vegetation recent waterfall c farming conservation can use the high resolution terrain to overlay water tables or watershed info gary lawrence murphy garym teledyn com teledynamics communications inc business advantage through community software URL computers are useless they can only give you answers pablo picasso ,0
234,at NUMBER NUMBER am NUMBER NUMBER NUMBER NUMBER r a hettinga wrote dave farber s interesting people list just went over to http www listbox com it always was i think meng weng wong the founder of pobox listbox et al was a student of dave farber s listbox just upgraded its software however udhay udhay shankar n udhay pobox com www digeratus com ,0
235, from fork admin URL mailto fork admin URL on behalf of dave long sent thursday august NUMBER NUMBER NUMBER NUMBER am to fork URL subject re the curse of india s socialism when i d read that getting legal title can take NUMBER years when i believe that NUMBER year ought to be more than sufficient and helped by the cairo reference i d assumed that we were talking about the urban poor if i see people living in mansions or even in suburban subdivisions i assume they didn t have too much trouble with their titles pg NUMBER in another country a local newspaper intrigued by our evidence of extralegal real estate holdings checked to see if the head of state s official residence had a recorded title it did not pg NUMBER the value of land in the formal sector of lima averages us NUMBER per square meter whereas in the area of gamarra where a great deal of peru s informal manufacturing sector resides the value per square meter can go as high as us NUMBER NUMBER i d have made the same assumption you did de soto says that isn t correct you can find mansions that don t have title a lot of them in fact but they can t be used for collateral for a loan or otherwise participate as capital because of their extra legal status mr long i think you d particularly enjoy the de soto work on the to find list any chance of an explanation of that bell jar in the meantime french historian fernand braudel so braudel s bell jar not de soto s the key problem is to find out why that sector of society of the past which i would not hesitate to call capitalist should have lived as if in a bell jar cut off from the rest why was it not able to expand and conquer the whole of society why was it that a significant rate of capital formation was possible only in certain sectors and not in the whole market economy of the time it would perhaps be teasingly paradoxial to say that whatever was in short supply money certainly was not so this was an age where poor land was bought up and magnificent country residents built how do we resolve the contradiction between the depressed economic climate and the splendors of florence under lorenzo the magnificent de soto s theory is that the bell jar is formed when you segregate those who have practical access to legal property rights and those who do not the poor NUMBER have property lots and lots of property what they don t have is access to the systems where we turn property into capital and allow it to start growing their property can only be exchanged with a small section of people who know them personally NUMBER actual poor people not poor americans with a living standard that is the envy of most of the world URL ,0
236,the academic discipline of software engineering was launched at a conference sponsored by nato at garmisch germany in october NUMBER intriguingly the term software engineering was chosen to be deliberately provocative why can t software be developed with the same rigor used by other engineering disciplines the proceedings of this conference are now available online at URL also don t miss the pictures of attendees including many significant contributors to the field of software engineering URL x html jim ,0
237, on thu NUMBER aug NUMBER rick beebe wrote cc error spamd spamc c line NUMBER in this declaration in_addr_t has no linka ge and has a prior declaration in this scope at line number NUMBER in file usr inc lude sys types h nolinkage typedef unsigned long in_addr_t base type for internet address don t worry about the warnings to fix the error edit spamc c and right thanks for posting this tip i had the same problem compiling with truNUMBER and that took care of it when i did the make install i got this error lock f etc mail spamassassin URL cp rules URL etc mail spamassassin URL sh syntax error at line NUMBER unexpected exit NUMBER stop it appears that this comes from the inst_cfs part of the makefile which copies URL into etc mail spamassassin the makefile has brackets around the f test but they don t show up above any ideas jim james h mccullars i phone NUMBER NUMBER NUMBER director of systems operations i fax NUMBER NUMBER NUMBER computer network services i internet mccullj URL the university of alabama i in huntsville i huntsville al NUMBER i this space for rent cheap this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
238,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER net news a devastating new computer virus is causing havoc around the world as it crashes computers distributes confidential e mails and steals credit card details ,0
239,url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER in the second of our series from the gdc europe we talk with microsoft s bill fulton about usability testing for games scee s zeno colaco about pitching publishers and harvey smith of ion storm about emergent game design ,0
240, b bill humphries bill whump com writes b yes but this is what normally happened b engineer we can put b designer there s a b creative director i want it in blue yup seen it happen oodles of times only all three of those folks are one and the same person the fourth is the business manager who says whatever so long as you do it on your own time gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0
241,url URL date not supplied i feel so tremendously validated right now in all my criticisms of netscape vs mozilla i told netscape management that if the netscape beta shipped without popup blocking that cnet would write an article on it they didn t believe me or didn t care sure enough the article appeared right on time NUMBER i blogged about two main annoyances when installing netscape NUMBER the lack of popup blocking and all of the annoying advertising spam on the desktop and in the toolbars i warned netscape that they needed to take steps to correct this problem they didn t listen take a look at the cnet review NUMBER highlight that describes the bad part of netscape NUMBER NUMBER _displays aol ads everywhere doesn t let you turn off pop up windows like mozilla does devours NUMBERmb of disk space _ plenty of other engineers at netscape as well as managers complained about these problems and fought with those higher up to correct these problems we lost every battle the simple truth is that the people in charge of running the netscape browser are incompetent they don t understand how to make a good browser or they don t care their engineers tell them what they re doing wrong and they don t listen maybe you ll listen to the public how about eweek s article netscape NUMBER NUMBER shrivels under mozilla s shadow NUMBER are you paying attention now you ignorant stupid incompetent buffoons i told you so never felt so good maybe they will sit up and take notice now if they do well it s about fucking time and people wonder why i quit working for aol NUMBER URL NUMBER URL NUMBER URL ,0
242,indeed i was thinking of getting back into doing mods nice to see an apt get able soundtracker there anyone know where to get a good selection of samples loops on monday september NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER angles puglisi angles aminvestments com wrote _very_ comprehensive audio app collection thanks m if i seem super human i have been misunderstood c dream theater mark URL icq NUMBER jid talios URL _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0
243,url URL date not supplied test your knowledge with this set of movie quotes i ll be back in a couple of days with the answers did iqs just drop sharply while i was away any fool can get into college only a select few can say the same about amanda jones my dear since eve picked the apple no woman has ever been taken entirely unawares this is tommy he tells people he s named after a gun but i know he s named after a famous NUMBERth century ballerina when one woman strikes at the heart of another she seldom misses and the wound is invariably fatal i ve never been alone with a man before even with my dress on with my dress off it s _most_ unusual you re nothing to me now you re not a brother you re not a friend i don t want to know you or what you do i don t want to see you at the hotels i don t want you near my house when you see our mother i want to know a day in advance so i won t be there kids NUMBER seconds of joy NUMBER years of misery sucking all the marrow out of life doesn t mean choking on the bone a hundred million terrorists in the world and i gotta kill one with feet smaller than my sister mother i do not need a blind date particularly not with some verbally incontinent spinster who drinks like a fish smokes like a chimney and dresses like her mother have you ever seen a body like this before in your life she happens to be my daughter oh then i guess you have i m not a smart man but i know what love is of course you won t be able to lie on your back for a while but then you can lie from any position can t you the fact that you prevented it from happening doesn t change the fact that it was going to happen women need a reason for having sex men just need a place you are not special you are not a beautiful or unique snowflake you are the same decaying organic matter as everything else looks like i picked the wrong week to stop sniffing glue the issue is not whether you are paranoid look around you lenny the issue is whether you are paranoid enough inconceivable you keep using that word i do not think it means what you think it means enjoy ,0
244,at NUMBER NUMBER pm NUMBER on NUMBER NUMBER NUMBER geege schuman wrote first misattribution my apologies rave on cheers rah where all the children are above average r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire ,0
245,at NUMBER NUMBER am NUMBER NUMBER NUMBER NUMBER gregory alan bolcer wrote ieNUMBER and netscape NUMBER NUMBER have pre forms sutff but i always turn it off because you never know when there s that one field that you don t want to submit to the person you are submitting to that automatically gets sent i e the privacy stuff is well beyond the average user who will get screwed on privacy stuff opera NUMBER has an interesting way around this you just right click on each field and bring up a choice of prefilled local information that you can then choose to enter into the form now if they can just fix the irritating memory problems that operaNUMBER has hakon you listening udhay udhay shankar n udhay pobox com www digeratus com ,0
246,ananova brazilian bees keep their own insect ranch scientists have found a new species of bee that behaves like a farmer by keeping herds of insects the amazonian schwarzula use their own insect ranches to provide food and building materials the bees nest in holes in trees alongside NUMBER aphid like insects from a species called cryptostigma cryptostigma feed on tree sap and excrete a sugar solution which the bees stop them from drowning in by licking it up and turning it into honey the insects also produce wax from glands on their backs which the bees scrape off and use for their nest nature reports it is the first time farming behaviour has been discovered in bees biologist joao camargo of the university of sao paulo in brazil said in turn the bees provide the insects with sanitary benefits and protection writing in the journal biotropica camargo says the bees might even carry their insect ranches around the forest with them and is planning further research on how they tend to their herd studies of the schwarzula showed the bees seemed to get most of their sugar from the insect farms some bees were seen licking human sweat for salt story filed NUMBER NUMBER wednesday NUMBERth august NUMBER yahoo groups sponsor super blue stuff pain relief on sale today for NUMBER NUMBER shipping with super blue stuff you ll feel the results in just minutes relieves arthritis pain back pain sore muscles and more URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
247,update of cvsroot spamassassin spamassassin in directory usw pr cvsNUMBER tmp cvs servNUMBER modified files spamassassin raw log message fixed bug NUMBER r and w were not respecting auto_whitelist_path index spamassassin raw rcs file cvsroot spamassassin spamassassin spamassassin raw v retrieving revision NUMBER NUMBER retrieving revision NUMBER NUMBER diff b w u d rNUMBER NUMBER rNUMBER NUMBER spamassassin raw NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER spamassassin raw NUMBER oct NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER if warn if doing_whitelist_operation read the config spamtest init NUMBER if opt add to whitelist spamtest add_all_addresses_to_whitelist mail elsif opt remove from whitelist this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ spamassassin commits mailing list spamassassin commits URL URL ,0
248,on wed NUMBER NUMBER NUMBER at NUMBER NUMBER frank bergmann wrote a more reasonable explication of the eu us differences according to some american journalist cited in a german magazine can someone help me is that the american public perceives the rest of the world basically as a thread against which you have to defend yourself using power this is not a correct assessment the american public couldn t care less however the us intelligence community correctly perceives a threat and it isn t the third world many european and other developed nations aggressively engage in covert operations against american interests its been going on for years and isn t even news things have stepped up in recent years and the us dod is none too pleased for better or worse the us is relatively good at that game too as with most backwater wars they are proxies for the interests of the big players find a current list of the top intelligence threats to the us you ll find that half the countries on that list are european most people are unaware of how aggressive these things have gotten in recent years on the other hand the europeans are used to the peace of their cozy post war system where external security is not an issue all security threads can be resolved by giving money to the threatening people and to integrate them into the wealthy sphere balkan palestinians bullshit the european governments ruthlessly suppress real opposition obviously some more than others us specops are often brought in to do dirty work inside europe for european governments usually with government advisors along for the mission i ve always wondered what the deal was such that we got involved at all the point being that we ve acted as assassins for european governments inside their borders against their own citizens under the auspices of those governments and in recent years not ancient history i know specop guys who left the military specifically because of the circumstances of some of these missions while they were posted for that duty i m certainly glad i was never assigned missions in that theater because there is a lot of covert nastiness going on in nominally friendly european democracies regardless giving money to people that threaten you has never created meaningful peace in the history of civilization we call it extortion under any other guise a lot of the current eu us issues can be explained by this difference of perception such as the current american unilateralism nobody wants to help us the american arrogance towards europe they don t want to do anything so why should we ask them and the growing rejection of the american policy in europe they want to abolish the law europe is looking increasingly like a basket case whatever problems the us is having these days europe looks worse and is going downhill faster why the us would want to emulate european behavior or the european way of doing things is beyond me the us asking for major policy advice from europe is like asking a quack for medical advice i really don t see what is wrong with unilateral anyway why should anyone join a stampede that is heading for a cliff i hope the incessant knee jerk conformist screeching that americans see coming from europe doesn t actually represent the views of europeans for various reasons i m not exactly a cheerleader for the us government but the premises of the argument against them here are lame my personal point is that few americans percentage of overall population have ever left their country while even german construction workers regularly spend their holidays in spain so i m not surprised that paranoia is growing i m betting you are underestimating the actual percentage the vast majority of people i know have lived worked and traveled outside the country at one time or another and i doubt europeans have traveled anywhere near as much in the western hemisphere as americans have despite the best efforts of france europe is still not the center of the universe i ll throw you a bone though most americans do consider europe to be drifting into irrelevancy and therefore ignore it but from the perspective of an american how could you not look at it this way the impact of europe on america has diminished greatly over the years i love the smell of euro chauvinism in the morning first you assume that the north american continent is ethnically and culturally homogenous anybody that has actually traveled throughout north america knows this isn t true there are more than five major and very distinct cultures and societies in the us alone never mind the hundreds of diverse regional sub populations some of which are truly foreign apparently europeans confuse speaking the same language with having the same culture that would be like saying mexico is culturally identical to spain because they nominally speak the same language a wyoming rancher has almost nothing in common culturally or socially with your average person living in san francisco despite speaking the same language and nominally living in the same country if i want to visit a wildly different culture for the holidays i ll go to oakland new orleans or similar they are far more different from where i live than some countries i ve traveled to and a lot of these places are farther from where i live than spain is from germany second the state i live in is the size of germany when i travel to a neighboring state which i do regularly how is this not equivalent in fact i probably travel much farther for the holidays than your german construction workers if you look at the eu as a single country only then does your analogy become comparable what kind of ridiculous superiority do europeans get from having relatively tiny countries in truth i find europe to be about as culturally homogeneous as the us there are a lot of cultural similarities across the eu with relatively minor local deviations that vary with distance in ways very similar to the us the only real difference is that europeans have dozens of different languages which is hardly something i would call an advantage although there are a couple parts of the us where i can t understand a word they are saying either james rogers jamesr URL ,0
249,on wed NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER robert waldner waldner waldner priv at wrote on tue NUMBER sep NUMBER NUMBER NUMBER NUMBER pdt j c lawrence writes i run exmh on my desktops at home and at work with the resulting exmh windows being displayed on both my work and home desktops gratis ssh xNUMBER forwarding in fact your message was read and replied to this message while at work using an exmh instance running on my home machine so you have NUMBER copies NUMBER NUMBER per desktop of exmh running yes one of the nicer aspects of exmh s colour handling is that while i have the default background for the message pane set to black the second insance of exmh displaying to a given display will set the background of the message pane to darkslategray very nice as it provides an instant visual cue as to which is which no i ve not checked where it gets that colour selection from that s what i usually do but what i d really like would be some automagism to tell them flist rescan folder which i now do manually whenever i m going to work at the other machine nod j c lawrence satan oscillate my metallic sonatas claw URL he lived as a devil eh URL evil is a name of a foeman as i live _______________________________________________ exmh users mailing list exmh users URL URL ,0
250, thanks for the great work mathias but i would like to point out that this list is fastly become the apt rpm list instead of the rpm list the discussion concerning apt is overwhelming maybe another list is in order for those having trouble with apt rpm apt rpm hotline URL though i think apt rpm is a great tool i don t use it and would like to get back to talk of new packages and rpm building techniques dtd daniel t drea dandanielle URL URL _______________________________________________ rpm list mailing list rpm list URL URL ,0
251, on NUMBER NUMBER NUMBER at NUMBER NUMBER am spamassassin talk request URL spamassassin talk URL wrote message NUMBER from vivek khera khera URL date wed NUMBER sep NUMBER NUMBER NUMBER NUMBER NUMBER to spamassassin talk URL subject re satalk calypso email ratware jm justin mason jm jmason org writes jm now all we need to do is get all the spamassassin users out there to jm upgrade considering that the rules need to adapt to the changing look and feel of spam vs non spam does it make sense to have sa automatically issue a notice when it is say NUMBER months old recommending that the user operator check for updated rules sort of like a nag ware feature but in self defense for the user not the vendor vivek khera ph d khera communications inc internet khera URL rockville md NUMBER NUMBER NUMBER NUMBER aim vivekkhera y vivek_khera URL better yet would be a built in server check on a periodic basis even daily looking for the existence of an update and if found prompt the system admin to upgrade the server with the ever changing face of spam this would probably be a big benefit to sa users and help keep everyone up to date we have not done this with too many of the apps we sell on URL strictly because of joe average user concerns about spyware and phoning home but in cases where the app needs to access the internet anyhow we have done it with great success and minimal concern by our users joseph burke president ceo infinisource inc jburke infinisource com in remembrance URL _______________________________________________ spamassassin talk mailing list spamassassin talk URL URL ,0
252,url URL date tue NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt wired NUMBER an urgent business proposition and requests for urgent assistance from a so called nigerian official were heeded by a detroit bank secretary in the latest example of how the ubiquitous e mail scam actually works NUMBER URL ,0
253,matthias saou matthias egwn net wrote you re really better off backuping all placed where you know you ve hand edited or installed some files for me that s only etc root and home then you reinstall cleanly formating put your home files back into place and you re ready to go matthias i gotta believe you i ve been using your rpms for some time now that s the way i ll do it a clean start but with the old configs at the ready for diff ing when needed i ll find some old hd for those media files that s angle as in geometry _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0
